filename,test,success,fail,percentage
data/GH-XM-DAC-701-8.xml,4 - Disbursement channel,0,201,0.0
data/GH-XM-DAC-701-8.xml,4 - Type of implementing org,0,201,0.0
data/GH-XM-DAC-701-8.xml,5 - Sector,201,0,100.0
data/GH-XM-DAC-701-8.xml,5 - Sub-national location,0,201,0.0
data/GH-CA-3.xml,1 - Pipeline/identification projects,0,109,0.0
data/GH-CA-3.xml,1 - Economic classification,0,102,0.0
data/GH-CA-3.xml,1 - Functional/administrative classification,0,102,0.0
data/GH-CA-3.xml,2 - Results,75,34,68.80733944954129
data/GH-CA-3.xml,2 - Evaluations,0,52,0.0
data/GH-CA-3.xml,3 - Fwd budgets,28,6,82.35294117647058
data/GH-CA-3.xml,3 - Conditionality,109,0,100.0
data/GH-CA-3.xml,4 - Disbursement channel,0,109,0.0
data/GH-CA-3.xml,4 - Type of implementing org,109,0,100.0
data/GH-CA-3.xml,5 - Sector,109,0,100.0
data/GH-CA-3.xml,5 - Sub-national location,2,107,1.834862385321101
data/GH-47122.xml,1 - Pipeline/identification projects,0,45,0.0
data/GH-47122.xml,1 - Economic classification,45,0,100.0
data/GH-47122.xml,1 - Functional/administrative classification,45,0,100.0
data/GH-47122.xml,2 - Results,45,0,100.0
data/GH-47122.xml,2 - Evaluations,36,0,100.0
data/GH-47122.xml,3 - Fwd budgets,3,0,100.0
data/GH-47122.xml,3 - Conditionality,45,0,100.0
data/GH-47122.xml,4 - Disbursement channel,0,45,0.0
data/GH-47122.xml,4 - Type of implementing org,45,0,100.0
data/GH-47122.xml,5 - Sector,45,0,100.0
data/GH-47122.xml,5 - Sub-national location,45,0,100.0
data/GH-47045.xml,1 - Pipeline/identification projects,0,16,0.0
data/GH-47045.xml,1 - Economic classification,0,16,0.0
data/GH-47045.xml,1 - Functional/administrative classification,0,16,0.0
data/GH-47045.xml,2 - Results,15,1,93.75
data/GH-47045.xml,2 - Evaluations,3,1,75.0
data/GH-47045.xml,3 - Fwd budgets,0,0,0.0
data/GH-47045.xml,3 - Conditionality,16,0,100.0
data/GH-47045.xml,4 - Disbursement channel,16,0,100.0
data/GH-47045.xml,4 - Type of implementing org,16,0,100.0
data/GH-47045.xml,5 - Sector,16,0,100.0
data/GH-47045.xml,5 - Sub-national location,0,16,0.0
data/GH-DAC-1601.xml,1 - Pipeline/identification projects,0,127,0.0
data/GH-DAC-1601.xml,1 - Economic classification,0,127,0.0
data/GH-DAC-1601.xml,1 - Functional/administrative classification,115,12,90.5511811023622
data/GH-DAC-1601.xml,2 - Results,0,127,0.0
data/GH-DAC-1601.xml,2 - Evaluations,0,51,0.0
data/GH-DAC-1601.xml,3 - Fwd budgets,38,18,67.85714285714286
data/GH-DAC-1601.xml,3 - Conditionality,0,127,0.0
data/GH-DAC-1601.xml,4 - Disbursement channel,127,0,100.0
data/GH-DAC-1601.xml,4 - Type of implementing org,0,127,0.0
data/GH-DAC-1601.xml,5 - Sector,127,0,100.0
data/GH-DAC-1601.xml,5 - Sub-national location,0,107,0.0
data/GH-41122.xml,1 - Pipeline/identification projects,0,41,0.0
data/GH-41122.xml,1 - Economic classification,0,41,0.0
data/GH-41122.xml,1 - Functional/administrative classification,0,41,0.0
data/GH-41122.xml,2 - Results,41,0,100.0
data/GH-41122.xml,2 - Evaluations,0,0,0.0
data/GH-41122.xml,3 - Fwd budgets,39,0,100.0
data/GH-41122.xml,3 - Conditionality,41,0,100.0
data/GH-41122.xml,4 - Disbursement channel,41,0,100.0
data/GH-41122.xml,4 - Type of implementing org,0,41,0.0
data/GH-41122.xml,5 - Sector,40,1,97.5609756097561
data/GH-41122.xml,5 - Sub-national location,0,0,0.0
data/GH-FI-3.xml,1 - Pipeline/identification projects,0,20,0.0
data/GH-FI-3.xml,1 - Economic classification,0,20,0.0
data/GH-FI-3.xml,1 - Functional/administrative classification,0,20,0.0
data/GH-FI-3.xml,2 - Results,0,20,0.0
data/GH-FI-3.xml,2 - Evaluations,0,14,0.0
data/GH-FI-3.xml,3 - Fwd budgets,0,5,0.0
data/GH-FI-3.xml,3 - Conditionality,0,20,0.0
data/GH-FI-3.xml,4 - Disbursement channel,14,6,70.0
data/GH-FI-3.xml,4 - Type of implementing org,0,20,0.0
data/GH-FI-3.xml,5 - Sector,20,0,100.0
data/GH-FI-3.xml,5 - Sub-national location,0,20,0.0
data/GH-41114.xml,1 - Pipeline/identification projects,0,69,0.0
data/GH-41114.xml,1 - Economic classification,0,69,0.0
data/GH-41114.xml,1 - Functional/administrative classification,23,46,33.33333333333333
data/GH-41114.xml,2 - Results,0,69,0.0
data/GH-41114.xml,2 - Evaluations,0,37,0.0
data/GH-41114.xml,3 - Fwd budgets,35,6,85.36585365853658
data/GH-41114.xml,3 - Conditionality,34,35,49.275362318840585
data/GH-41114.xml,4 - Disbursement channel,35,34,50.72463768115942
data/GH-41114.xml,4 - Type of implementing org,34,35,49.275362318840585
data/GH-41114.xml,5 - Sector,35,34,50.72463768115942
data/GH-41114.xml,5 - Sub-national location,34,35,49.275362318840585
data/GH-41119.xml,1 - Pipeline/identification projects,0,42,0.0
data/GH-41119.xml,1 - Economic classification,0,42,0.0
data/GH-41119.xml,1 - Functional/administrative classification,0,42,0.0
data/GH-41119.xml,2 - Results,11,31,26.190476190476193
data/GH-41119.xml,2 - Evaluations,0,0,0.0
data/GH-41119.xml,3 - Fwd budgets,0,0,0.0
data/GH-41119.xml,3 - Conditionality,13,29,30.952380952380953
data/GH-41119.xml,4 - Disbursement channel,27,15,64.28571428571429
data/GH-41119.xml,4 - Type of implementing org,27,15,64.28571428571429
data/GH-41119.xml,5 - Sector,24,18,57.14285714285714
data/GH-41119.xml,5 - Sub-national location,2,40,4.761904761904762
data/GH-AU-5.xml,1 - Pipeline/identification projects,0,33,0.0
data/GH-AU-5.xml,1 - Economic classification,0,0,0.0
data/GH-AU-5.xml,1 - Functional/administrative classification,0,0,0.0
data/GH-AU-5.xml,2 - Results,0,33,0.0
data/GH-AU-5.xml,2 - Evaluations,0,13,0.0
data/GH-AU-5.xml,3 - Fwd budgets,0,19,0.0
data/GH-AU-5.xml,3 - Conditionality,0,33,0.0
data/GH-AU-5.xml,4 - Disbursement channel,0,33,0.0
data/GH-AU-5.xml,4 - Type of implementing org,0,33,0.0
data/GH-AU-5.xml,5 - Sector,33,0,100.0
data/GH-AU-5.xml,5 - Sub-national location,0,33,0.0
data/GH-ES-5.xml,1 - Pipeline/identification projects,0,81,0.0
data/GH-ES-5.xml,1 - Economic classification,0,81,0.0
data/GH-ES-5.xml,1 - Functional/administrative classification,0,81,0.0
data/GH-ES-5.xml,2 - Results,0,81,0.0
data/GH-ES-5.xml,2 - Evaluations,0,81,0.0
data/GH-ES-5.xml,3 - Fwd budgets,0,16,0.0
data/GH-ES-5.xml,3 - Conditionality,0,81,0.0
data/GH-ES-5.xml,4 - Disbursement channel,0,81,0.0
data/GH-ES-5.xml,4 - Type of implementing org,0,81,0.0
data/GH-ES-5.xml,5 - Sector,81,0,100.0
data/GH-ES-5.xml,5 - Sub-national location,0,81,0.0
data/GH-NZ-1.xml,1 - Pipeline/identification projects,0,2,0.0
data/GH-NZ-1.xml,1 - Economic classification,0,2,0.0
data/GH-NZ-1.xml,1 - Functional/administrative classification,0,2,0.0
data/GH-NZ-1.xml,2 - Results,0,2,0.0
data/GH-NZ-1.xml,2 - Evaluations,0,0,0.0
data/GH-NZ-1.xml,3 - Fwd budgets,0,0,0.0
data/GH-NZ-1.xml,3 - Conditionality,0,2,0.0
data/GH-NZ-1.xml,4 - Disbursement channel,0,2,0.0
data/GH-NZ-1.xml,4 - Type of implementing org,0,2,0.0
data/GH-NZ-1.xml,5 - Sector,0,2,0.0
data/GH-NZ-1.xml,5 - Sub-national location,0,2,0.0
data/GH-SE-0.xml,1 - Pipeline/identification projects,0,228,0.0
data/GH-SE-0.xml,1 - Economic classification,0,228,0.0
data/GH-SE-0.xml,1 - Functional/administrative classification,124,104,54.385964912280706
data/GH-SE-0.xml,2 - Results,0,228,0.0
data/GH-SE-0.xml,2 - Evaluations,0,198,0.0
data/GH-SE-0.xml,3 - Fwd budgets,1,2,33.33333333333333
data/GH-SE-0.xml,3 - Conditionality,228,0,100.0
data/GH-SE-0.xml,4 - Disbursement channel,0,228,0.0
data/GH-SE-0.xml,4 - Type of implementing org,227,1,99.56140350877193
data/GH-SE-0.xml,5 - Sector,215,13,94.2982456140351
data/GH-SE-0.xml,5 - Sub-national location,0,228,0.0
